#Types Before Cut: 11115
#Types After Cut: 9737
#Search Hits: 0
765	4	10.917	длинный
766	4	10.917	дочь
767	4	10.917	думал
768	4	10.917	дяди
769	4	10.917	еду
770	4	10.917	ехал
771	4	10.917	ехала
772	4	10.917	забрали
773	4	10.917	задавать
774	4	10.917	задания
775	4	10.917	задний
776	4	10.917	закончу
777	4	10.917	заметила
778	4	10.917	занималась
779	4	10.917	занимаюсь
780	4	10.917	звукооператором
781	4	10.917	интереснее
782	4	10.917	кагоцел
783	4	10.917	какое-нибудь
784	4	10.917	камеры
785	4	10.917	капитан
786	4	10.917	каракатица
787	4	10.917	касательно
788	4	10.917	кастрюля
789	4	10.917	катя
790	4	10.917	кем-то
791	4	10.917	километра
792	4	10.917	кларнет
793	4	10.917	классные
794	4	10.917	книгу
795	4	10.917	комнату
796	4	10.917	королёв
797	4	10.917	кот
798	4	10.917	кота
799	4	10.917	кошмар
800	4	10.917	крутая
801	4	10.917	крутой
802	4	10.917	крутые
803	4	10.917	крыс
804	4	10.917	крысы
805	4	10.917	купались
806	4	10.917	кухня
807	4	10.917	лебединое
808	4	10.917	лесу
809	4	10.917	лингвистов
810	4	10.917	литературе
811	4	10.917	любила
812	4	10.917	любимого
813	4	10.917	м-м
814	4	10.917	мамаша
815	4	10.917	мило
816	4	10.917	моим
817	4	10.917	моменты
818	4	10.917	муж
819	4	10.917	навруз
820	4	10.917	нарисован
821	4	10.917	неловко
822	4	10.917	ночью
823	4	10.917	нравилось
824	4	10.917	нууу
825	4	10.917	общался
826	4	10.917	общежитии
827	4	10.917	одногруппников
828	4	10.917	описать
829	4	10.917	орех
830	4	10.917	орехи
831	4	10.917	остановился
832	4	10.917	остановки
833	4	10.917	отвезли
834	4	10.917	отучилась
835	4	10.917	охота
836	4	10.917	пастернаке
837	4	10.917	первокурсников
838	4	10.917	песни
839	4	10.917	платья
840	4	10.917	побывала
841	4	10.917	поел
842	4	10.917	поесть
843	4	10.917	позвоню
844	4	10.917	пойду
845	4	10.917	полина
846	4	10.917	правой
847	4	10.917	представляла
848	4	10.917	привод
849	4	10.917	придумали
850	4	10.917	придётся
851	4	10.917	приезжаю
852	4	10.917	пришёл
853	4	10.917	профессии
854	4	10.917	профессия
855	4	10.917	пускай
856	4	10.917	пятьсот
857	4	10.917	разборка
858	4	10.917	расскажите
859	4	10.917	рассказываешь
860	4	10.917	расшифровывать
861	4	10.917	ребёнка
862	4	10.917	родилась
863	4	10.917	руками
864	4	10.917	руню
865	4	10.917	руня
866	4	10.917	ручки
867	4	10.917	саду
868	4	10.917	сбил
869	4	10.917	сверху
870	4	10.917	секунды
871	4	10.917	селекции
872	4	10.917	сзади
873	4	10.917	сидят
874	4	10.917	слышу
875	4	10.917	собаки
876	4	10.917	собираешься
877	4	10.917	советую
878	4	10.917	соционике
879	4	10.917	специфический
880	4	10.917	стану
881	4	10.917	стекает
882	4	10.917	стой
883	4	10.917	столетию
884	4	10.917	стою
885	4	10.917	стоя
886	4	10.917	стоял
887	4	10.917	стояла
888	4	10.917	строили
889	4	10.917	строительный
890	4	10.917	суп
891	4	10.917	счастлива
892	4	10.917	танцевать
893	4	10.917	танцпол
894	4	10.917	твоего
895	4	10.917	твоим
896	4	10.917	трамвай
897	4	10.917	тысяча
898	4	10.917	тётя
899	4	10.917	улучшается
900	4	10.917	умный
901	4	10.917	университетах
902	4	10.917	урок
903	4	10.917	учатся
904	4	10.917	учила
905	4	10.917	училище
906	4	10.917	учусь
907	4	10.917	физтех
908	4	10.917	финиш
909	4	10.917	фонема
910	4	10.917	фразу
911	4	10.917	фундук
912	4	10.917	хвост
913	4	10.917	хлеб
914	4	10.917	хобби
915	4	10.917	хорватия
916	4	10.917	чгк
917	4	10.917	четырнадцать
918	4	10.917	чуваки
919	4	10.917	чё
920	4	10.917	шестьдесят
921	4	10.917	шикарно
922	4	10.917	шутки
923	4	10.917	щуку
924	4	10.917	щяс
925	4	10.917	эльза
926	9	10.875	нами
927	9	10.875	рядом
928	9	10.875	ушли
929	9	10.875	хорошая
930	7	10.750	вечера
931	7	10.750	вещей
932	7	10.750	единственное
933	7	10.750	километров
934	7	10.750	короткий
935	7	10.750	увидел
936	7	10.750	чисто
937	8	10.713	любовь
938	8	10.713	людям
939	8	10.713	модель
940	8	10.713	неплохо
941	8	10.713	приехал
942	8	10.713	сто
943	82	10.628	этот
944	12	10.551	плохо
945	11	10.095	темы
946	11	10.095	хорошие
